prompt,code
"ऑप्शनल चेनिंग (`?.`) का उपयोग करो","const user = { profile: { name: 'Amit' } };\nconst name = user.profile?.name;"
"नल्लिश कोएलेसिंग ऑपरेटर (`??`) का उपयोग करो","const value = null ?? 'default string'; // returns 'default string'"
"`Promise.allSettled` का उपयोग करो","const promises = [Promise.resolve(1), Promise.reject('fail')];\nPromise.allSettled(promises).then(results => console.log(results));"
"डायनामिक `import()` का उपयोग करो","const button = document.getElementById('btn');\nbutton.addEventListener('click', () => {\n  import('./module.js').then(module => {\n    module.doSomething();\n  });\n});"
"`globalThis` का उपयोग करो","// Access the global 'this' context in any environment\nconsole.log(globalThis);"
"`BigInt` का उपयोग करो","const veryLargeNumber = 9007199254740991n;\nconst anotherBigInt = BigInt('9007199254740992');"
"`String.prototype.matchAll()` का उपयोग करो","const regex = /t(e)(st(\\d?))/g;\nconst str = 'test1test2';\nconst array = [...str.matchAll(regex)];"
"लॉजिकल असाइनमेंट ऑपरेटर `||=` का उपयोग करो","let x = null;\nx ||= 'default'; // x is now 'default'"
"लॉजिकल असाइनमेंट ऑपरेटर `&&=` का उपयोग करो","let x = 'hello';\nx &&= 'world'; // x is now 'world'"
"लॉजिकल असाइनमेंट ऑपरेटर `??=` का उपयोग करो","let x = null;\nx ??= 'default'; // x is now 'default'"
"न्यूमेरिक सेपरेटर्स का उपयोग करो","const bigNumber = 1_000_000_000;"
"`Array.prototype.at()` का उपयोग करो","const arr = ['a', 'b', 'c'];\nconst last = arr.at(-1); // returns 'c'"
"एक ऑब्जेक्ट में `private` क्लास फील्ड बनाओ","class MyClass { #privateField = 10; getPrivate(){return this.#privateField;} }"
"एक क्लास में `private` मेथड बनाओ","class MyClass { #privateMethod() { return 'hello'; } }"
"एक क्लास में `static` ब्लॉक बनाओ","class MyClass { static myStaticProperty; static { this.myStaticProperty = 'initialized'; } }"
"`Object.hasOwn()` का उपयोग करो","const obj = { prop: 'exists' };\nconsole.log(Object.hasOwn(obj, 'prop'));"
"`Array.prototype.findLast()` का उपयोग करो","const array = [5, 12, 50, 130, 44];\nconst found = array.findLast(element => element > 45);"
"`Temporal` API का कॉन्सेप्ट","// A new, modern API for working with dates and times in JavaScript (replaces the old Date object)."
"रिकॉर्ड्स और टपल्स (Records & Tuples) का कॉन्सेप्ट","// A proposal for adding immutable data structures to JavaScript."
"शेयर्ड एरे बफर (`SharedArrayBuffer`) का उपयोग करो","const buffer = new SharedArrayBuffer(1024);"
"एटॉमिक्स (`Atomics`) का उपयोग करो","Atomics.add(typedArray, 0, 2);"
"`WeakRef` का उपयोग करो","const weak_ref = new WeakRef({ some: 'object' });"
"एक `FinalizationRegistry` बनाओ","const registry = new FinalizationRegistry(heldValue => {\n  // Cleanup logic\n});"
"`import.meta` का उपयोग करो","// Get metadata about the current module, like its URL."
"टॉप-लेवल `await` का उपयोग करो","// In an ES module:\nconst response = await fetch('...');\nconst data = await response.json();"
"रेगुलर एक्सप्रेशन में 'd' फ्लैग का उपयोग करो","const re = /\\p{Number}/d;"
"`Intl.DisplayNames` का उपयोग करो","const regionNames = new Intl.DisplayNames(['en'], { type: 'region' });\nconsole.log(regionNames.of('US')); // 'United States'"
"`Intl.DateTimeFormat` का उपयोग करो","const date = new Date();\nconst formatter = new Intl.DateTimeFormat('en-US');\nconsole.log(formatter.format(date));"
"डेकोरेटर्स (Decorators) का कॉन्सेप्ट","// A proposal for a feature that allows modifying class and method definitions."
"पाइपलाइन ऑपरेटर `|>` का कॉन्सेप्ट","// A proposal for a new operator to chain function calls: x |> f |> g"
"एक एसिंक्रोनस जेनरेटर फंक्शन बनाओ","async function* asyncGenerator() {\n  yield 'hello';\n  await new Promise(r => setTimeout(r, 1000));\n  yield 'world';\n}"
"`for await...of` लूप का उपयोग करो","async function run(){\n  for await (const value of asyncGenerator()){\n    console.log(value);\n  }\n}"
"एक नया `Error` ऑब्जेक्ट बनाओ जिसमें `cause` हो","const myError = new Error('Something went wrong', { cause: originalError });"
"Web Locks API का उपयोग करो","await navigator.locks.request('my_lock', async lock => {\n  // ... critical section ...\n});"
"Structured Clone का उपयोग करके एक ऑब्जेक्ट को डीप कॉपी करो","const deepCopy = structuredClone(originalObject);"
"एक परमिशन API (`Permissions API`) का उपयोग करो","navigator.permissions.query({ name: 'geolocation' }).then(result => {});"
"CSS Typed Object Model का उपयोग करो","element.attributeStyleMap.set('opacity', CSS.number(0.5));"
"Web Animations API का उपयोग करो","element.animate([{ transform: 'translateY(0px)' }, { transform: 'translateY(-10px)' }], { duration: 1000 });"
"Web Crypto API का उपयोग करके एक डाइजेस्ट जेनरेट करो","const digest = await crypto.subtle.digest('SHA-256', data);"
"Web Authentication API (WebAuthn) का उपयोग करो","navigator.credentials.create({ publicKey: ... });"
"Web Bluetooth API का उपयोग करो","await navigator.bluetooth.requestDevice({ filters: [{ services: ['heart_rate'] }] });"
"WebUSB API का उपयोग करो","await navigator.usb.requestDevice({ filters: [{ vendorId: 0x2341 }] });"
"File System Access API का उपयोग करो","const fileHandle = await window.showOpenFilePicker();"
"एक `AbortSignal.timeout()` का उपयोग करो","const signal = AbortSignal.timeout(5000); // 5 second timeout"
"`Array.prototype.toSorted()` का उपयोग करो (immutable)","const sorted = originalArray.toSorted();"
"`Array.prototype.toReversed()` का उपयोग करो (immutable)","const reversed = originalArray.toReversed();"
"`Array.prototype.with()` का उपयोग करो (immutable)","const newArray = originalArray.with(1, 'new_value');"
"`Array.prototype.toSpliced()` का उपयोग करो (immutable)","const newArray = originalArray.toSpliced(1, 1, 'new_item');"
"RESTful API में GET मेथड का उपयोग (सभी रिसोर्स पाएं)","@app.route('/api/v1/items', methods=['GET'])"
"RESTful API में GET मेथड का उपयोग (एक रिसोर्स पाएं)","@app.route('/api/v1/items/<int:item_id>', methods=['GET'])"
"RESTful API में POST मेथड का उपयोग (नया रिसोर्स बनाएं)","@app.route('/api/v1/items', methods=['POST'])"
"RESTful API में PUT मेथड का उपयोग (एक रिसोर्स को पूरी तरह अपडेट करें)","@app.route('/api/v1/items/<int:item_id>', methods=['PUT'])"
"RESTful API में PATCH मेथड का उपयोग (एक रिसोर्स को आंशिक रूप से अपडेट करें)","@app.route('/api/v1/items/<int:item_id>', methods=['PATCH'])"
"RESTful API में DELETE मेथड का उपयोग (एक रिसोर्स को डिलीट करें)","@app.route('/api/v1/items/<int:item_id>', methods=['DELETE'])"
"API में 200 OK स्टेटस कोड लौटाएं","return jsonify({'status': 'success'}), 200"
"API में 201 Created स्टेटस कोड लौटाएं","return jsonify({'id': new_item.id}), 201"
"API में 204 No Content स्टेटस कोड लौटाएं","return '', 204"
"API में 400 Bad Request स्टेटस कोड लौटाएं","return jsonify({'error': 'Invalid input'}), 400"
"API में 401 Unauthorized स्टेटस कोड लौटाएं","return jsonify({'error': 'Authentication required'}), 401"
"API में 403 Forbidden स्टेटस कोड लौटाएं","return jsonify({'error': 'Permission denied'}), 403"
"API में 404 Not Found स्टेटस कोड लौटाएं","return jsonify({'error': 'Resource not found'}), 404"
